unit	unit_title	lesson	lesson_title	challenge	type	prompt	correct_answer	source_pages
16	15 Hobbies and Leisure	4	Daily Speaking Scenario	4	ASSIST	"What should you say in Malay for: ""Ask how long someone has learned guitar."""	Sudah berapa lama anda belajar gitar?	218-232
16	15 Hobbies and Leisure	4	Daily Speaking Scenario	5	SELECT	"What should you say in Malay for: ""Invite a friend to play badminton."""	Mari kita bermain badminton.	218-232
16	15 Hobbies and Leisure	4	Daily Speaking Scenario	6	ASSIST	"What should you say in Malay for: ""Say you exercise every morning."""	Saya bersenam setiap pagi.	218-232
17	16 At the Doctor	1	Vocabulary Builder	1	SELECT	"Choose the Malay word or phrase for ""fever""."	demam	233-249
17	16 At the Doctor	1	Vocabulary Builder	2	ASSIST	"Choose the Malay word or phrase for ""cough""."	batuk	233-249
17	16 At the Doctor	1	Vocabulary Builder	3	SELECT	"Choose the Malay word or phrase for ""headache""."	sakit kepala	233-249
17	16 At the Doctor	1	Vocabulary Builder	4	ASSIST	"Choose the Malay word or phrase for ""medicine""."	ubat	233-249
17	16 At the Doctor	1	Vocabulary Builder	5	SELECT	"Choose the Malay word or phrase for ""allergy""."	alahan	233-249
17	16 At the Doctor	1	Vocabulary Builder	6	ASSIST	"Choose the Malay word or phrase for ""appointment""."	temu janji	233-249
17	16 At the Doctor	2	Core Conversation	1	ASSIST	"Choose the best Malay line for ""What is the problem?""."	Apa masalah anda?	233-249
17	16 At the Doctor	2	Core Conversation	2	SELECT	"Choose the best Malay line for ""I have a fever and a sore throat.""."	Saya demam dan sakit tekak.	233-249
17	16 At the Doctor	2	Core Conversation	3	ASSIST	"Choose the best Malay line for ""How long have you been ill?""."	Sejak bila anda sakit?	233-249
17	16 At the Doctor	2	Core Conversation	4	SELECT	"Choose the best Malay line for ""For three days.""."	Sudah tiga hari.	233-249
17	16 At the Doctor	2	Core Conversation	5	ASSIST	"Choose the best Malay line for ""Are you allergic to any medicine?""."	Adakah anda alah kepada sebarang ubat?	233-249
17	16 At the Doctor	2	Core Conversation	6	SELECT	"Choose the best Malay line for ""Take this medicine after eating.""."	Ambil ubat ini selepas makan.	233-249
17	16 At the Doctor	3	Sentence Practice	1	ASSIST	"Choose the correct Malay sentence for ""I need to see a doctor.""."	Saya perlu berjumpa doktor.	233-249
17	16 At the Doctor	3	Sentence Practice	2	SELECT	"Choose the correct Malay sentence for ""My temperature is high.""."	Suhu badan saya tinggi.	233-249
17	16 At the Doctor	3	Sentence Practice	3	ASSIST	"Choose the correct Malay sentence for ""Please take a deep breath.""."	Tolong tarik nafas dalam-dalam.	233-249
17	16 At the Doctor	3	Sentence Practice	4	SELECT	"Choose the correct Malay sentence for ""Do not drive after taking this medicine.""."	Jangan memandu selepas mengambil ubat ini.	233-249
17	16 At the Doctor	3	Sentence Practice	5	ASSIST	"Choose the correct Malay sentence for ""The clinic is open from eight to five.""."	Klinik dibuka dari pukul lapan hingga lima.	233-249
17	16 At the Doctor	3	Sentence Practice	6	SELECT	"Choose the correct Malay sentence for ""I want to make an appointment by telephone.""."	Saya mahu membuat temu janji melalui telefon.	233-249
17	16 At the Doctor	4	Daily Speaking Scenario	1	SELECT	"What should you say in Malay for: ""Say you have chest pain."""	Saya sakit dada.	233-249
17	16 At the Doctor	4	Daily Speaking Scenario	2	ASSIST	"What should you say in Malay for: ""Ask someone to call an ambulance."""	Tolong panggil ambulans.	233-249
17	16 At the Doctor	4	Daily Speaking Scenario	3	SELECT	"What should you say in Malay for: ""Say your child has a rash."""	Anak saya mengalami ruam.	233-249
17	16 At the Doctor	4	Daily Speaking Scenario	4	ASSIST	"What should you say in Malay for: ""Say it will rain this afternoon."""	Hujan akan turun petang ini.	233-249
17	16 At the Doctor	4	Daily Speaking Scenario	5	SELECT	"What should you say in Malay for: ""Ask to speak with Doctor Farah."""	Boleh saya bercakap dengan Doktor Farah?	233-249
17	16 At the Doctor	4	Daily Speaking Scenario	6	ASSIST	"What should you say in Malay for: ""Ask when the medicine should be taken."""	Ubat ini perlu diambil bila?	233-249
